ID,Professor_ID,Difficulty,Clarity,Grade,Ratings
469, 49, 3, 2, 5, 4.
377, 23, 2, 5, 2, 4.
304, 44, 2, 5, 2, 1.
471, 17, 4, 1, 3, 2.
832, 41, 1, 1, 5, 2.
834, 40, 1, 4, 5, 2.
420, 15, 4, 3, 3, 3.
812, 23, 3, 4, 1, 5.
985, 31, 1, 4, 3, 3.
376, 8, 2, 1, 1, 2.
414, 2, 4, 1, 1, 3.
777, 12, 1, 3, 2, 5.
157, 7, 1, 5, 5, 5.
486, 40, 2, 4, 5, 5.
505, 30, 1, 2, 5, 2.
121, 4, 2, 4, 5, 2.
78, 12, 4, 5, 4, 2.
457, 18, 4, 2, 2, 1.
286, 19, 3, 1, 2, 5.
229, 26, 5, 2, 2, 4.
848, 35, 2, 1, 3, 4.
999, 46, 2, 1, 5, 5.
312, 17, 3, 1, 4, 3.
351, 18, 1, 3, 2, 3.
66, 1, 1, 3, 4, 4.
175, 3, 4, 2, 3, 2.
178, 19, 3, 1, 3, 5.
659, 24, 4, 2, 3, 4.
461, 33, 1, 5, 4, 5.
62, 47, 4, 3, 5, 5.
829, 1, 1, 1, 1, 5.
309, 41, 3, 4, 4, 5.
628, 33, 1, 4, 1, 1.
512, 19, 3, 5, 3, 4.
928, 36, 1, 3, 1, 3.
478, 40, 2, 2, 2, 3.
245, 28, 5, 3, 1, 5.
816, 24, 5, 2, 3, 3.
741, 12, 4, 5, 1, 2.
359, 28, 1, 4, 5, 2.
928, 46, 4, 4, 3, 3.
501, 30, 2, 2, 1, 5.
838, 17, 2, 5, 3, 1.
530, 4, 3, 4, 4, 5.
666, 6, 2, 4, 5, 1.
364, 39, 4, 5, 4, 1.
844, 31, 5, 1, 4, 2.
103, 21, 4, 1, 1, 3.
570, 41, 4, 4, 5, 1.
888, 46, 1, 4, 4, 3.
850, 33, 4, 4, 5, 2.
70, 2, 2, 4, 5, 3.
152, 9, 1, 2, 3, 1.
519, 9, 2, 3, 3, 2.
866, 47, 1, 2, 3, 5.
59, 12, 3, 2, 2, 5.
757, 37, 5, 2, 2, 4.
220, 21, 3, 4, 3, 5.
745, 17, 4, 2, 1, 2.
151, 44, 1, 5, 5, 3.
744, 34, 5, 3, 1, 5.
496, 45, 1, 3, 4, 3.
662, 45, 1, 5, 5, 3.
209, 6, 2, 5, 1, 3.
818, 7, 2, 5, 3, 2.
972, 46, 1, 3, 3, 2.
285, 44, 3, 1, 5, 4.
528, 5, 4, 5, 5, 5.
299, 7, 3, 2, 4, 1.
355, 38, 4, 2, 5, 1.
45, 39, 4, 3, 1, 5.
279, 40, 3, 2, 2, 3.
277, 15, 2, 1, 5, 3.
792, 23, 4, 2, 3, 5.
185, 48, 5, 3, 3, 4.
893, 6, 2, 3, 2, 1.
861, 4, 2, 3, 1, 3.
833, 28, 1, 5, 3, 3.
327, 9, 5, 3, 1, 4.
194, 19, 4, 3, 4, 3.
397, 50, 4, 1, 3, 2.
437, 11, 3, 5, 5, 5.
173, 23, 1, 2, 5, 4.
113, 35, 3, 2, 4, 4.
137, 28, 2, 4, 2, 2.
570, 10, 5, 4, 2, 2.
37, 37, 5, 1, 1, 1.
944, 12, 1, 2, 1, 4.
418, 3, 1, 5, 2, 3.
667, 7, 1, 5, 3, 3.
992, 5, 1, 5, 1, 1.
621, 12, 2, 4, 3, 3.
290, 14, 4, 1, 4, 5.
172, 50, 1, 4, 2, 4.
917, 20, 1, 2, 3, 4.
257, 11, 3, 5, 1, 1.
355, 34, 5, 4, 3, 3.
560, 7, 3, 4, 5, 1.
459, 26, 4, 3, 3, 5.
998, 46, 5, 1, 4, 4.
669, 1, 2, 5, 2, 2.
974, 25, 3, 1, 3, 4.
259, 10, 4, 5, 1, 3.
583, 40, 2, 4, 5, 3.
95, 16, 2, 4, 3, 1.
621, 37, 5, 2, 5, 4.
987, 14, 3, 2, 5, 4.
139, 39, 5, 1, 2, 3.
836, 30, 1, 2, 4, 3.
628, 8, 5, 4, 4, 5.
904, 11, 2, 3, 4, 1.
2, 29, 4, 5, 5, 3.
620, 23, 3, 4, 5, 1.
366, 3, 1, 1, 1, 1.
422, 43, 4, 4, 5, 2.
319, 37, 2, 5, 1, 4.
64, 27, 4, 5, 1, 1.
182, 34, 1, 4, 5, 5.
121, 49, 3, 2, 2, 2.
7, 36, 2, 5, 4, 2.
994, 21, 2, 2, 3, 2.
951, 6, 1, 3, 2, 1.
144, 23, 4, 5, 4, 5.
213, 41, 2, 2, 2, 1.
442, 34, 5, 2, 2, 3.
422, 47, 1, 4, 1, 4.
808, 45, 5, 5, 3, 2.
232, 7, 4, 2, 4, 2.
178, 21, 3, 1, 3, 5.
999, 13, 2, 1, 1, 3.
656, 17, 5, 4, 1, 1.
965, 37, 4, 5, 5, 4.
813, 21, 4, 4, 4, 2.
126, 21, 1, 3, 1, 1.
960, 2, 3, 2, 5, 2.
136, 26, 4, 1, 1, 2.
183, 36, 1, 3, 3, 4.
586, 33, 3, 2, 3, 1.
855, 7, 3, 3, 4, 4.
486, 3, 4, 1, 2, 1.
795, 1, 1, 5, 1, 4.
528, 14, 4, 4, 5, 5.
501, 16, 5, 4, 1, 5.
39, 30, 4, 2, 4, 1.
64, 7, 4, 1, 5, 4.
454, 38, 5, 3, 5, 4.
688, 23, 2, 5, 5, 4.
752, 1, 5, 3, 2, 4.
275, 2, 5, 5, 2, 2.
788, 50, 2, 2, 5, 2.
521, 24, 2, 1, 3, 1.
876, 4, 2, 1, 4, 2.
532, 6, 2, 3, 2, 3.
697, 21, 3, 3, 2, 3.
884, 8, 3, 2, 3, 4.
552, 10, 3, 4, 3, 1.
531, 28, 1, 4, 3, 4.
339, 10, 2, 5, 1, 1.
453, 29, 4, 5, 2, 3.
101, 13, 5, 1, 3, 3.
360, 47, 4, 3, 3, 4.
825, 32, 3, 5, 1, 1.
633, 34, 2, 2, 5, 2.
771, 13, 4, 1, 3, 5.
359, 3, 1, 5, 2, 2.
392, 10, 2, 2, 5, 3.
843, 28, 5, 2, 2, 3.
404, 33, 4, 1, 4, 4.
727, 18, 5, 3, 2, 5.
523, 21, 2, 2, 4, 1.
528, 14, 2, 1, 1, 4.
896, 8, 2, 2, 2, 3.
622, 24, 1, 3, 4, 3.
729, 43, 5, 4, 2, 5.
25, 34, 2, 5, 2, 5.
472, 19, 2, 2, 2, 3.
745, 18, 2, 1, 1, 1.
140, 27, 3, 2, 4, 3.
915, 38, 3, 5, 2, 3.
672, 16, 1, 5, 2, 3.
681, 27, 5, 3, 2, 5.
604, 29, 3, 4, 2, 2.
53, 14, 5, 5, 1, 5.
324, 6, 1, 5, 3, 1.
660, 10, 3, 1, 3, 3.
717, 13, 3, 1, 1, 4.
957, 38, 1, 2, 2, 1.
414, 7, 1, 4, 5, 2.
989, 49, 2, 3, 3, 4.
314, 9, 3, 2, 5, 1.
240, 42, 4, 5, 2, 1.
844, 9, 1, 5, 1, 3.
89, 18, 5, 3, 2, 3.
774, 43, 1, 1, 5, 5.
228, 33, 3, 4, 1, 5.
684, 38, 4, 4, 2, 3.
583, 8, 5, 1, 3, 5.
753, 44, 2, 3, 4, 4.
662, 35, 4, 5, 1, 5.
94, 46, 1, 3, 4, 1.
163, 50, 3, 2, 4, 5.
137, 47, 1, 3, 1, 4.
225, 46, 4, 2, 3, 1.
37, 35, 4, 2, 3, 2.
889, 8, 1, 1, 2, 3.
268, 29, 3, 1, 4, 4.
738, 3, 4, 2, 4, 2.
372, 35, 3, 2, 1, 3.
513, 7, 1, 2, 3, 2.
850, 6, 2, 1, 4, 1.
825, 40, 5, 3, 4, 4.
15, 49, 5, 2, 4, 1.
156, 13, 4, 5, 4, 3.
63, 36, 4, 5, 4, 5.
562, 44, 2, 1, 2, 3.
789, 27, 3, 3, 3, 1.
39, 41, 5, 5, 4, 5.
631, 10, 5, 1, 1, 1.
847, 25, 1, 1, 2, 2.
7, 31, 1, 1, 4, 3.
569, 25, 2, 3, 5, 1.
197, 15, 4, 5, 2, 3.
391, 48, 3, 5, 1, 2.
763, 27, 4, 2, 1, 4.
853, 9, 2, 5, 3, 5.
491, 7, 5, 2, 3, 1.
901, 46, 4, 4, 4, 2.
158, 37, 4, 2, 2, 1.
588, 47, 4, 5, 2, 5.
159, 32, 5, 2, 5, 2.
896, 4, 3, 5, 1, 4.
501, 40, 5, 3, 1, 5.
239, 37, 1, 5, 4, 2.
516, 10, 2, 1, 2, 3.
250, 39, 3, 4, 2, 2.
817, 34, 5, 3, 4, 3.
869, 24, 2, 2, 3, 4.
480, 10, 2, 4, 2, 5.
715, 6, 2, 4, 1, 2.
591, 38, 3, 2, 3, 3.
119, 25, 4, 4, 5, 3.
19, 32, 3, 4, 3, 4.
287, 23, 2, 5, 3, 1.
771, 32, 1, 3, 4, 3.
614, 33, 3, 4, 4, 2.
749, 47, 1, 2, 5, 5.
28, 29, 5, 5, 1, 3.
721, 14, 5, 1, 2, 3.
564, 46, 3, 2, 3, 5.
935, 12, 5, 1, 4, 3.
108, 44, 2, 3, 4, 2.
122, 45, 1, 5, 3, 5.
500, 23, 4, 1, 5, 1.
771, 50, 3, 1, 1, 2.
417, 41, 3, 4, 1, 3.
313, 36, 2, 2, 2, 2.
215, 43, 3, 1, 3, 3.
848, 44, 5, 1, 3, 2.
47, 43, 3, 3, 3, 1.
586, 50, 3, 4, 1, 5.
944, 21, 4, 4, 3, 2.
371, 18, 4, 4, 5, 2.
252, 47, 5, 3, 5, 4.
683, 39, 1, 5, 2, 5.
39, 50, 3, 5, 1, 5.
690, 47, 5, 3, 2, 3.
594, 50, 1, 2, 2, 3.
812, 29, 3, 3, 5, 5.
63, 19, 3, 4, 4, 5.
676, 5, 1, 3, 1, 1.
646, 22, 2, 1, 1, 4.
392, 17, 2, 2, 1, 5.
796, 14, 1, 1, 2, 2.
588, 38, 3, 3, 3, 1.
81, 38, 4, 5, 5, 3.
762, 5, 2, 2, 1, 5.
718, 42, 1, 5, 3, 5.
483, 38, 5, 1, 4, 3.
310, 25, 4, 4, 5, 3.
49, 9, 2, 4, 3, 4.
289, 5, 5, 2, 4, 5.
535, 9, 2, 2, 4, 5.
813, 19, 5, 5, 5, 3.
654, 5, 2, 5, 1, 2.
864, 25, 5, 4, 3, 2.
511, 29, 1, 5, 3, 5.
704, 16, 2, 5, 3, 3.
845, 12, 2, 1, 5, 2.
632, 23, 2, 3, 4, 4.
424, 17, 4, 3, 5, 1.
917, 28, 2, 5, 2, 1.
643, 23, 5, 4, 5, 3.
157, 43, 1, 3, 3, 5.
29, 11, 2, 3, 2, 3.
67, 34, 3, 2, 5, 5.
165, 25, 5, 1, 5, 2.
698, 23, 3, 1, 5, 3.
454, 47, 4, 1, 5, 2.
937, 31, 5, 5, 3, 4.
957, 44, 2, 2, 4, 4.
549, 19, 2, 5, 3, 3.
19, 20, 4, 3, 2, 5.
499, 28, 1, 2, 3, 1.
433, 10, 3, 4, 2, 4.
401, 21, 3, 5, 5, 4.
229, 40, 4, 5, 3, 2.
857, 26, 4, 3, 5, 1.
812, 49, 1, 2, 4, 5.
993, 21, 2, 1, 3, 1.
318, 17, 5, 3, 2, 3.
771, 19, 5, 2, 5, 2.
270, 36, 5, 3, 4, 2.
204, 46, 1, 5, 5, 3.
901, 11, 5, 3, 1, 1.
641, 40, 1, 5, 2, 5.
692, 24, 5, 5, 1, 2.
760, 20, 4, 3, 2, 4.
399, 48, 4, 1, 1, 2.
876, 18, 2, 4, 2, 2.
238, 12, 4, 1, 1, 4.
95, 3, 3, 1, 2, 2.
967, 44, 5, 2, 5, 1.
390, 45, 2, 5, 5, 4.
540, 38, 5, 2, 2, 1.
810, 50, 3, 1, 1, 3.
444, 47, 5, 4, 1, 4.
34, 15, 3, 1, 3, 5.
873, 21, 4, 2, 3, 4.
218, 48, 4, 2, 4, 3.
639, 23, 2, 2, 1, 5.
936, 32, 4, 3, 1, 1.
158, 31, 5, 2, 3, 4.
758, 49, 4, 4, 1, 4.
708, 11, 4, 1, 1, 2.
873, 20, 3, 2, 3, 5.
385, 47, 3, 5, 4, 2.
40, 42, 1, 5, 3, 1.
791, 22, 5, 1, 2, 5.
407, 25, 4, 3, 4, 5.
191, 8, 5, 4, 1, 3.
742, 47, 4, 1, 3, 4.
931, 4, 3, 5, 1, 1.
811, 11, 5, 4, 5, 3.
163, 33, 4, 1, 4, 2.
628, 25, 2, 3, 1, 1.
500, 42, 2, 5, 4, 5.
295, 15, 5, 3, 4, 4.
928, 45, 1, 4, 2, 4.
705, 42, 1, 4, 5, 1.
68, 21, 4, 4, 4, 3.
368, 42, 4, 2, 3, 3.
947, 43, 5, 4, 5, 5.
926, 42, 4, 4, 3, 5.
545, 23, 2, 4, 1, 2.
51, 8, 5, 2, 5, 1.
207, 27, 1, 2, 5, 1.
320, 34, 3, 3, 2, 5.
88, 40, 4, 1, 2, 1.
938, 16, 3, 4, 5, 2.
193, 5, 2, 3, 1, 2.
119, 6, 2, 4, 4, 5.
295, 17, 4, 5, 4, 2.
756, 4, 2, 2, 5, 4.
717, 15, 3, 3, 3, 3.
249, 16, 4, 5, 2, 1.
7, 29, 3, 4, 5, 4.
506, 13, 2, 1, 3, 5.
750, 32, 5, 3, 1, 1.
396, 36, 1, 1, 5, 4.
731, 5, 4, 5, 3, 3.
316, 9, 2, 3, 5, 3.
288, 47, 3, 3, 1, 3.
518, 27, 2, 5, 5, 4.
365, 39, 2, 2, 3, 5.
659, 48, 4, 5, 2, 4.
101, 43, 1, 1, 4, 2.
153, 44, 3, 5, 1, 2.
338, 38, 4, 1, 3, 2.
797, 33, 1, 3, 2, 1.
718, 46, 3, 2, 1, 5.
593, 42, 4, 2, 3, 5.
516, 30, 5, 5, 5, 1.
919, 11, 4, 1, 1, 2.
207, 37, 2, 3, 3, 4.
304, 4, 4, 2, 3, 3.
416, 46, 3, 4, 1, 2.
102, 44, 1, 5, 1, 5.
880, 45, 2, 2, 4, 2.
1000, 16, 4, 1, 4, 4.
842, 26, 4, 1, 1, 4.
803, 6, 1, 3, 2, 1.
977, 5, 1, 5, 4, 4.
837, 39, 1, 5, 4, 3.
528, 18, 4, 2, 1, 4.
773, 9, 3, 1, 1, 4.
890, 2, 2, 5, 2, 4.
956, 40, 4, 2, 2, 3.
812, 1, 2, 5, 4, 1.
672, 20, 1, 4, 5, 1.
230, 29, 2, 1, 2, 1.
652, 44, 4, 4, 2, 4.
101, 32, 3, 5, 1, 1.
405, 9, 1, 4, 5, 5.
493, 8, 5, 1, 3, 5.
484, 12, 1, 1, 2, 2.
434, 31, 3, 2, 5, 1.
175, 24, 4, 5, 5, 2.
957, 32, 2, 4, 4, 4.
692, 30, 5, 2, 5, 5.
833, 26, 1, 5, 2, 2.
239, 3, 2, 3, 5, 4.
816, 32, 4, 2, 5, 3.
584, 13, 2, 5, 2, 3.
486, 12, 1, 4, 1, 2.
156, 15, 5, 3, 2, 2.
788, 32, 5, 3, 3, 1.
658, 38, 3, 4, 1, 2.
15, 28, 1, 3, 3, 2.
2, 50, 3, 1, 4, 2.
414, 38, 3, 5, 2, 3.
405, 15, 3, 3, 3, 3.
334, 36, 5, 5, 3, 1.
62, 4, 5, 5, 4, 2.
918, 41, 5, 4, 4, 4.
319, 45, 4, 3, 1, 4.
429, 3, 4, 5, 5, 3.
734, 3, 2, 3, 5, 4.
399, 10, 1, 1, 4, 5.
594, 50, 2, 2, 3, 4.
463, 42, 5, 5, 5, 5.
54, 31, 4, 5, 5, 5.
184, 7, 3, 4, 2, 5.
1, 13, 1, 4, 2, 3.
176, 9, 2, 3, 1, 3.
126, 30, 4, 4, 5, 5.
58, 27, 2, 2, 1, 5.
312, 43, 3, 1, 3, 4.
362, 43, 2, 1, 5, 2.
285, 35, 4, 4, 3, 2.
736, 44, 1, 1, 1, 3.
658, 10, 1, 4, 5, 4.
513, 38, 3, 2, 5, 4.
825, 27, 5, 3, 1, 5.
741, 4, 4, 4, 3, 4.
582, 4, 3, 3, 3, 5.
222, 7, 4, 2, 2, 3.
416, 37, 1, 2, 1, 5.
342, 16, 1, 3, 2, 3.
53, 37, 4, 5, 2, 3.
882, 26, 2, 1, 1, 4.
272, 27, 3, 1, 5, 1.
566, 40, 4, 5, 5, 4.
965, 23, 3, 3, 5, 5.
750, 35, 2, 2, 1, 1.
772, 33, 4, 1, 5, 3.
388, 41, 1, 3, 3, 3.
400, 27, 2, 4, 4, 4.
691, 18, 2, 2, 4, 3.
355, 27, 3, 4, 2, 1.
136, 19, 4, 5, 4, 1.
636, 42, 1, 5, 4, 5.
575, 27, 2, 4, 1, 2.
36, 39, 4, 2, 4, 1.
407, 27, 3, 3, 3, 5.
950, 46, 2, 4, 2, 4.
620, 10, 4, 1, 1, 3.
745, 15, 5, 4, 3, 3.
460, 30, 5, 1, 3, 5.
391, 30, 3, 3, 2, 1.
557, 8, 5, 5, 5, 2.
353, 44, 3, 2, 2, 5.
619, 8, 2, 4, 4, 4.
754, 14, 2, 5, 3, 1.
777, 45, 5, 1, 4, 1.
401, 46, 1, 3, 3, 3.
349, 33, 3, 3, 4, 1.
997, 36, 3, 3, 3, 3.
239, 5, 5, 1, 2, 3.
858, 2, 3, 1, 5, 4.
766, 41, 2, 1, 4, 4.
639, 17, 5, 4, 5, 5.
620, 28, 5, 3, 5, 4.
892, 14, 5, 3, 3, 5.
939, 45, 1, 3, 5, 3.
669, 18, 2, 2, 3, 2.
478, 24, 2, 4, 3, 1.
981, 25, 4, 3, 2, 1.
228, 47, 5, 3, 2, 4.
504, 17, 2, 5, 4, 4.
230, 48, 5, 5, 4, 3.
548, 4, 4, 2, 3, 5.
933, 34, 1, 5, 2, 2.
198, 18, 3, 5, 2, 5.
756, 50, 3, 5, 1, 3.
980, 15, 1, 2, 3, 2.
317, 24, 4, 2, 4, 2.
869, 35, 1, 2, 4, 1.
361, 30, 1, 4, 3, 1.
584, 48, 2, 2, 5, 3.
320, 42, 2, 3, 5, 2.
674, 35, 5, 3, 3, 2.
805, 33, 1, 1, 1, 3.
83, 27, 2, 1, 4, 2.
836, 21, 5, 3, 1, 4.
279, 50, 5, 1, 3, 3.
540, 27, 4, 2, 2, 2.
112, 50, 2, 5, 3, 2.
51, 43, 4, 3, 2, 5.
980, 14, 4, 1, 4, 4.
308, 24, 2, 3, 4, 3.
185, 21, 4, 1, 5, 4.
333, 34, 4, 2, 3, 1.
297, 1, 3, 5, 1, 2.
491, 47, 4, 4, 2, 2.
547, 27, 4, 1, 1, 2.
855, 18, 5, 2, 1, 5.
540, 42, 2, 4, 1, 1.
788, 32, 2, 4, 4, 4.
869, 21, 5, 4, 3, 3.
223, 48, 2, 3, 4, 3.
63, 2, 5, 3, 2, 1.
653, 24, 3, 1, 3, 3.
925, 26, 3, 3, 1, 3.
647, 25, 5, 4, 1, 2.
889, 33, 2, 4, 5, 2.
433, 19, 4, 5, 3, 2.
529, 23, 2, 2, 1, 5.
911, 27, 3, 3, 1, 4.
217, 10, 5, 5, 2, 5.
957, 14, 5, 2, 4, 3.
386, 3, 4, 5, 2, 1.
451, 40, 3, 3, 5, 3.
561, 24, 3, 1, 4, 3.
354, 35, 4, 3, 1, 5.
518, 46, 2, 2, 1, 1.
838, 49, 2, 2, 4, 2.
846, 21, 5, 4, 3, 1.
254, 20, 4, 5, 5, 4.
273, 20, 3, 1, 2, 2.
619, 30, 1, 2, 1, 5.
685, 24, 3, 4, 5, 1.
488, 10, 2, 1, 3, 4.
1, 5, 2, 4, 5, 2.
521, 1, 4, 2, 2, 2.
661, 27, 2, 4, 1, 3.
104, 28, 4, 4, 4, 4.
473, 28, 4, 3, 3, 4.
249, 15, 4, 1, 4, 3.
789, 43, 2, 4, 2, 1.
322, 16, 2, 5, 4, 5.
62, 39, 1, 3, 3, 2.
968, 32, 3, 3, 1, 1.
709, 6, 2, 2, 3, 5.
322, 32, 5, 5, 4, 4.
609, 4, 3, 3, 5, 4.
700, 50, 2, 2, 1, 3.
7, 32, 3, 5, 4, 5.
81, 45, 4, 3, 1, 5.
499, 38, 2, 2, 4, 3.
511, 14, 2, 3, 2, 1.
14, 40, 4, 2, 1, 2.
959, 22, 2, 5, 2, 5.
162, 50, 1, 2, 4, 5.
826, 8, 2, 2, 5, 3.
404, 41, 3, 4, 1, 1.
877, 43, 4, 3, 1, 5.
263, 21, 1, 3, 1, 2.
266, 26, 1, 1, 5, 3.
806, 16, 2, 3, 3, 2.
338, 2, 3, 4, 4, 4.
171, 24, 3, 5, 3, 4.
204, 18, 2, 1, 3, 4.
1000, 4, 3, 4, 4, 4.
744, 38, 3, 1, 1, 5.
756, 24, 3, 4, 3, 4.
288, 32, 1, 2, 2, 4.
112, 9, 1, 4, 3, 2.
102, 46, 3, 3, 1, 4.
248, 3, 2, 3, 2, 1.
806, 42, 3, 5, 5, 3.
328, 46, 3, 1, 3, 5.
712, 24, 3, 2, 5, 1.
458, 23, 3, 1, 1, 2.
686, 18, 2, 4, 2, 2.
208, 38, 1, 5, 3, 4.
213, 16, 5, 4, 5, 3.
298, 16, 4, 3, 1, 2.
279, 29, 2, 5, 5, 3.
49, 50, 2, 5, 4, 2.
906, 32, 5, 1, 1, 4.
514, 29, 2, 2, 2, 2.
479, 46, 4, 5, 5, 4.
633, 50, 1, 1, 3, 4.
593, 4, 4, 5, 3, 5.
452, 46, 1, 4, 4, 1.
834, 19, 4, 1, 2, 2.
102, 50, 1, 3, 4, 1.
313, 37, 3, 4, 5, 2.
76, 23, 5, 5, 5, 5.
889, 20, 3, 2, 2, 1.
46, 43, 4, 5, 1, 2.
774, 50, 5, 2, 1, 3.
373, 11, 4, 1, 4, 3.
684, 12, 1, 3, 4, 1.
867, 27, 4, 4, 4, 1.
464, 44, 2, 4, 4, 5.
745, 26, 2, 2, 5, 5.
798, 9, 4, 4, 4, 5.
309, 11, 3, 5, 1, 1.
130, 35, 1, 1, 5, 1.
698, 46, 3, 1, 4, 5.
911, 21, 4, 3, 3, 2.
566, 36, 1, 1, 1, 1.
606, 18, 2, 2, 4, 3.
625, 13, 4, 2, 1, 5.
135, 40, 4, 2, 5, 4.
795, 12, 5, 5, 2, 2.
705, 37, 3, 2, 5, 5.
835, 37, 2, 1, 5, 3.
228, 33, 5, 3, 4, 1.
51, 41, 2, 2, 4, 2.
194, 9, 3, 1, 4, 1.
485, 10, 4, 4, 4, 3.
206, 14, 5, 4, 2, 3.
337, 35, 1, 5, 5, 3.
346, 44, 4, 3, 3, 1.
683, 37, 1, 5, 1, 5.
533, 20, 3, 2, 2, 2.
567, 46, 1, 2, 4, 3.
13, 18, 1, 1, 5, 4.
692, 37, 1, 5, 1, 4.
129, 38, 3, 1, 4, 5.
768, 5, 4, 2, 4, 3.
794, 42, 2, 2, 4, 3.
352, 7, 3, 4, 5, 2.
947, 2, 3, 3, 4, 1.
584, 12, 5, 5, 2, 2.
232, 35, 4, 2, 1, 5.
626, 38, 4, 1, 3, 5.
582, 37, 3, 1, 4, 3.
81, 4, 4, 4, 2, 3.
302, 23, 5, 5, 2, 1.
389, 17, 1, 4, 1, 1.
311, 50, 4, 4, 5, 4.
818, 37, 3, 4, 2, 1.
853, 9, 2, 2, 1, 5.
735, 37, 4, 5, 1, 3.
12, 47, 1, 5, 5, 4.
600, 1, 5, 5, 3, 4.
298, 8, 2, 2, 3, 2.
835, 43, 3, 4, 4, 4.
476, 28, 3, 3, 4, 5.
457, 38, 1, 2, 2, 1.
242, 25, 5, 1, 4, 4.
388, 37, 4, 1, 2, 1.
929, 16, 5, 3, 4, 3.
532, 16, 4, 4, 5, 4.
61, 27, 5, 4, 5, 5.
800, 18, 3, 5, 4, 3.
916, 26, 5, 5, 5, 2.
263, 33, 3, 1, 3, 1.
864, 43, 5, 5, 3, 5.
990, 49, 1, 4, 4, 1.
734, 43, 1, 2, 5, 2.
959, 19, 4, 2, 2, 2.
921, 21, 4, 2, 1, 1.
209, 41, 1, 4, 3, 4.
795, 17, 4, 2, 5, 2.
743, 50, 3, 3, 2, 2.
410, 35, 4, 1, 3, 5.
917, 15, 4, 4, 5, 4.
865, 24, 3, 5, 2, 1.
307, 10, 4, 2, 5, 1.
532, 21, 4, 3, 5, 3.
671, 8, 3, 1, 3, 3.
898, 46, 4, 1, 2, 3.
167, 6, 4, 5, 4, 2.
360, 4, 4, 1, 4, 4.
718, 23, 1, 4, 5, 3.
732, 23, 5, 1, 5, 5.
380, 18, 3, 5, 1, 4.
752, 45, 4, 1, 2, 4.
963, 30, 1, 2, 4, 1.
662, 45, 2, 2, 1, 4.
711, 11, 3, 3, 2, 4.
127, 6, 5, 5, 5, 4.
100, 28, 5, 1, 3, 1.
650, 8, 1, 2, 1, 3.
24, 10, 4, 3, 4, 5.
650, 16, 2, 1, 5, 1.
132, 42, 5, 1, 4, 5.
261, 5, 3, 5, 5, 4.
924, 9, 2, 5, 1, 2.
172, 10, 1, 3, 2, 1.
70, 28, 4, 4, 2, 4.
335, 40, 4, 3, 1, 3.
967, 43, 5, 3, 3, 4.
995, 42, 4, 3, 2, 5.
806, 47, 1, 1, 1, 1.
644, 23, 3, 5, 5, 3.
907, 21, 5, 3, 4, 2.
166, 5, 3, 2, 2, 2.
160, 43, 2, 4, 1, 3.
407, 5, 1, 1, 1, 5.
973, 3, 3, 3, 4, 5.
572, 13, 1, 2, 2, 1.
566, 13, 3, 3, 5, 2.
493, 6, 5, 2, 3, 3.
265, 36, 1, 2, 2, 2.
16, 9, 4, 1, 2, 1.
940, 3, 3, 4, 4, 4.
303, 45, 2, 2, 2, 4.
298, 38, 2, 4, 5, 2.
465, 32, 3, 1, 4, 5.
253, 13, 4, 4, 1, 1.
100, 47, 2, 5, 5, 2.
689, 4, 4, 4, 2, 2.
413, 38, 3, 5, 1, 5.
915, 44, 1, 2, 2, 1.
108, 14, 4, 4, 5, 5.
930, 16, 2, 1, 5, 1.
19, 35, 3, 1, 1, 1.
309, 32, 1, 2, 1, 4.
40, 44, 2, 2, 4, 4.
77, 1, 5, 2, 3, 2.
133, 42, 2, 5, 5, 2.
327, 35, 4, 3, 3, 1.
844, 38, 2, 1, 4, 5.
134, 22, 4, 3, 3, 5.
463, 8, 5, 1, 5, 4.
917, 4, 3, 4, 5, 2.
814, 44, 5, 1, 2, 1.
580, 37, 4, 3, 1, 1.
762, 16, 5, 3, 4, 1.
522, 50, 5, 4, 3, 3.
668, 29, 5, 5, 4, 5.
144, 20, 3, 3, 3, 5.
861, 24, 1, 5, 5, 5.
176, 38, 2, 1, 3, 4.
549, 19, 1, 3, 4, 3.
792, 50, 3, 1, 3, 5.
344, 20, 1, 3, 4, 3.
326, 36, 2, 5, 3, 4.
51, 9, 3, 3, 5, 3.
334, 22, 1, 3, 3, 5.
72, 36, 1, 2, 1, 3.
29, 11, 4, 1, 2, 1.
802, 38, 5, 3, 5, 5.
79, 11, 1, 3, 4, 2.
134, 5, 4, 3, 5, 2.
320, 30, 1, 3, 2, 1.
229, 35, 4, 5, 3, 1.
975, 17, 5, 2, 5, 5.
168, 9, 3, 3, 4, 2.
388, 48, 3, 3, 1, 4.
127, 49, 2, 4, 3, 2.
910, 21, 4, 4, 1, 3.
11, 46, 3, 5, 2, 5.
629, 46, 3, 3, 3, 4.
904, 24, 1, 3, 2, 4.
406, 33, 3, 2, 3, 2.
837, 17, 3, 1, 1, 2.
939, 34, 3, 3, 3, 4.
339, 39, 4, 4, 5, 2.
544, 10, 5, 3, 1, 5.
525, 13, 4, 1, 2, 4.
173, 4, 3, 3, 3, 2.
459, 49, 3, 1, 5, 1.
493, 14, 4, 1, 2, 3.
453, 1, 4, 1, 5, 2.
703, 31, 2, 4, 3, 4.
274, 10, 2, 1, 3, 3.
159, 4, 2, 2, 4, 2.
986, 17, 5, 2, 3, 1.
925, 26, 2, 5, 3, 1.
400, 46, 1, 1, 5, 1.
